,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
0,inf,994.5402502747703,117.13273511168936,1568.5297607497187,1049.4424450740776,150.3255553679262,636.2060009140047,1029.433637210537,1272.4487564428628,1891.2094414885976,1741.4402771890464,561.5847223197068,1087.0644128616752,1466.4501787767626,1091.6003534008366,1766.1398614211794,742.1199342263816,950.5763760007583,1375.0130004230653,117.09608953546785,1537.2832990081358,1230.485363177267,1870.7817019299328,1890.4109312633987,2964.4519259916465,2179.7201021907067
1,994.5402502747703,inf,980.3960877360195,649.3522619246052,147.06392334859544,1015.5253594808182,1235.8505505774158,234.95793638088284,614.2606510398715,1082.9901508107826,1253.5538707037288,436.30164485121475,1538.2671630807051,942.736552201393,1115.5716651665723,950.8779184953123,1007.3065669186135,1223.2944078964,1188.4849026966153,979.8235147786298,2299.042143703577,481.76685359536424,2802.574901131293,1894.7798065096401,3947.791249383995,1395.9284512425093
2,117.13273511168936,980.3960877360195,inf,1523.9495013615458,1019.3732268959039,267.03710064487393,753.0890625517045,1042.0301203858257,1313.4142010916478,1824.6669029561385,1811.0945132920342,561.2674549355946,1203.820865221316,1527.3789499516881,1188.7972320744034,1798.1776634328305,627.2695786197163,1059.97714820389,1267.0749133854215,0.5773262907851162,1464.307433847059,1259.4528368195681,1940.8166551557626,1773.6271682982137,2967.516644017567,2220.48496861577
3,1568.5297607497187,649.3522619246052,1523.9495013615458,inf,538.0117846679016,1620.790699130369,1883.8074618456578,803.5405193581536,1056.3214344164805,474.29402156411135,1630.968963225444,1049.4898995700644,2181.4008551632132,1365.1172515822989,1720.487196341245,1102.2088644351256,1295.0478194586376,1859.7387049005147,1103.7113409286146,1523.422797556597,2618.381102273824,918.0645977693024,3423.1734673877913,1771.5595804727209,4440.926246449276,1480.2227992612495
4,1049.4424450740776,147.06392334859544,1019.3732268959039,538.0117846679016,inf,1089.2788688154226,1350.2699282982237,376.5157472041995,745.0876325997787,949.5347360341531,1383.6796976460962,512.7790541703428,1670.6741330211805,1076.184562776989,1260.7725204346993,1034.98512707001,952.9515670514792,1360.5237422381113,1064.0468612861066,1018.8169704061933,2269.2521770839917,606.9469912371126,2888.8832285354565,1773.3765817369024,3976.8783156802497,1476.76988759718
5,150.3255553679262,1015.5253594808182,267.03710064487393,1620.790699130369,1089.2788688154226,inf,486.0545868977191,1015.5392887249435,1217.6290152361873,1969.6028171630953,1645.642634609506,580.4061966902306,936.8110324961184,1383.5198136838374,963.0045432051697,1718.9130645813118,887.0328335708563,806.8526645318768,1508.9359320543117,266.96311418571,1649.8719724361324,1191.9986859706726,1802.9069614551936,2038.2763061363657,2983.7191532694824,2119.257499814576
6,636.2060009140047,1235.8505505774158,753.0890625517045,1883.8074618456578,1350.2699282982237,486.0545868977191,inf,1140.39403602613,1187.2385288456317,2290.6848729781236,1426.505926491368,862.9798777603743,450.9933210893728,1232.8884270992014,641.2105676651925,1677.4390003067522,1367.3636490724082,397.83411594964406,1966.4988258079547,753.016720857072,2032.2800806782986,1219.8610385155714,1631.1211893289083,2521.5049472345736,3066.1633406314436,2014.0258586758946
7,1029.433637210537,234.95793638088284,1042.0301203858257,803.5405193581536,376.5157472041995,1015.5392887249435,1140.39403602613,inf,385.1833629751741,1264.4685381967154,1022.3461169234916,483.0674180858299,1388.3585887503777,709.8660784440551,918.8648451651612,781.1205276440992,1186.5781760853533,1061.1516178830425,1420.292344999865,1041.4555293949238,2436.0381363903507,263.8776364642987,2751.379527010327,2124.2703267529328,3992.489323487348,1222.3997166961624
8,1272.4487564428628,614.2606510398715,1313.4142010916478,1056.3214344164805,745.0876325997787,1217.6290152361873,1187.2385288456317,385.1833629751741,inf,1530.5585276529375,639.4324344436355,793.7335202778887,1308.3140607158848,331.7308696081512,753.7467929385563,504.2020652691298,1553.681199506761,976.8088998997931,1802.7444492301322,1312.8685743331243,2756.907768753132,143.54568997900648,2815.6186826997896,2508.4115324625864,4189.163233234792,907.6684030777395
9,1891.2094414885976,1082.9901508107826,1824.6669029561385,474.29402156411135,949.5347360341531,1969.6028171630953,2290.6848729781236,1264.4685381967154,1530.5585276529375,inf,2095.1446144930887,1431.3409474058506,2619.861114485461,1836.8567600902293,2183.2547065238587,1536.759220280777,1443.9902216323057,2306.2117610756145,1021.6081941639151,1824.2054974361213,2693.0559006491667,1392.2910578516899,3761.916619777026,1568.8784799915634,4624.94746718942,1873.4457509412528
10,1741.4402771890464,1253.5538707037288,1811.0945132920342,1630.968963225444,1383.6796976460962,1645.642634609506,1426.505926491368,1022.3461169234916,639.4324344436355,2095.1446144930887,inf,1367.89652353782,1331.231701992824,314.744314150972,797.121418257083,628.7042409302775,2155.769583948572,1071.6483956893667,2441.9433135230315,1810.6168944480821,3275.2337352405757,777.0879041122037,2940.569287278992,3146.602730073054,4489.427506994702,691.0504620151928
11,561.5847223197068,436.30164485121475,561.2674549355946,1049.4898995700644,512.7790541703428,580.4061966902306,862.9798777603743,483.0674180858299,793.7335202778887,1431.3409474058506,1367.89652353782,inf,1233.536149602701,1060.3065566006658,949.5818796285848,1253.9286236304863,792.2126886054609,960.2510135111864,1215.1315293375658,560.6904941693348,1966.4658075646444,716.6524507958605,2376.3435618439285,1869.8130247291479,3523.688543785734,1687.4779940920237
12,1087.0644128616752,1538.2671630807051,1203.820865221316,2181.4008551632132,1670.6741330211805,936.8110324961184,450.9933210893728,1388.3585887503777,1308.3140607158848,2619.861114485461,1331.231701992824,1233.536149602701,inf,1233.8570439603347,575.0688154339906,1740.0983508430754,1813.5069263020596,334.0048242552324,2395.526486701343,1203.7391788091104,2428.866374620547,1385.6446364767073,1609.869953579352,2968.5863505821485,3221.1701399605695,1995.0973215938695
13,1466.4501787767626,942.736552201393,1527.3789499516881,1365.1172515822989,1076.184562776989,1383.5198136838374,1232.8884270992014,709.8660784440551,331.7308696081512,1836.8567600902293,314.744314150972,1060.3065566006658,1233.8570439603347,inf,660.3788764096164,520.195377286805,1844.566689386017,929.0730842595575,2130.1551560008556,1526.8761194844542,2990.188049569519,473.76734731707097,2817.2134406386817,2833.446217725425,4293.699552578302,782.4332233830356
14,1091.6003534008366,1115.5716651665723,1188.7972320744034,1720.487196341245,1260.7725204346993,963.0045432051697,641.2105676651925,918.8648451651612,753.7467929385563,2183.2547065238587,797.121418257083,949.5818796285848,575.0688154339906,660.3788764096164,inf,1165.3604583338224,1692.6923972112263,276.0031240429146,2163.9435672533286,1188.457079727956,2609.081634526592,851.1267500320469,2162.0518755209446,2813.9182581228256,3693.9055150700624,1431.6631843824257
15,1766.1398614211794,950.8779184953123,1798.1776634328305,1102.2088644351256,1034.98512707001,1718.9130645813118,1677.4390003067522,781.1205276440992,504.2020652691298,1536.759220280777,628.7042409302775,1253.9286236304863,1740.0983508430754,520.195377286805,1165.3604583338224,inf,1955.7034837110623,1422.0550864998936,2074.398666593103,1797.617126281274,3216.449812127942,539.0756661784692,3295.917971154162,2782.2534837441312,4693.357748389808,445.14156040262884
16,742.1199342263816,1007.3065669186135,627.2695786197163,1295.0478194586376,952.9515670514792,887.0328335708563,1367.3636490724082,1186.5781760853533,1553.681199506761,1443.9902216323057,2155.769583948572,792.2126886054609,1813.5069263020596,1844.566689386017,1692.6923972112263,1955.7034837110623,inf,1625.5139736751419,664.1808615718312,627.1839836979802,1330.8327829871444,1449.113813189179,2455.923331984205,1155.150736881774,3182.546700188957,2400.7043919410644
17,950.5763760007583,1223.2944078964,1059.97714820389,1859.7387049005147,1360.5237422381113,806.8526645318768,397.83411594964406,1061.1516178830425,976.8088998997931,2306.2117610756145,1071.6483956893667,960.2510135111864,334.0048242552324,929.0730842595575,276.0031240429146,1422.0550864998936,1625.5139736751419,inf,2160.1398411483283,1059.7464931207796,2419.2326470000753,1051.6915555334742,1888.7580123619477,2773.073179667533,3423.1608802193327,1705.4523041235673
18,1375.0130004230653,1188.4849026966153,1267.0749133854215,1103.7113409286146,1064.0468612861066,1508.9359320543117,1966.4988258079547,1420.292344999865,1802.7444492301322,1021.6081941639151,2441.9433135230315,1215.1315293375658,2395.526486701343,2130.1551560008556,2163.9435672533286,2074.398666593103,664.1808615718312,2160.1398411483283,inf,1266.8769408130893,1700.32592098814,1668.5517608593605,3114.5708557662174,710.1178925823438,3695.811256581223,2502.6058654012427
